institution,elective,overview,title,summary,content,ilo
Kennesaw_USA,CS4277,"<h2>Kennesaw_USA CS4277</h2><h2>title</h2>Deep Learning<h2>summary</h2>This course covers the foundations of Deep Learning; how to build neural networks and how to design successful deep learning projects. The course topics include convolutional networks, sequence modeling such as recurrent and recursive neural networks (RNNs), long short-term memory (LSTM), Adam, Dropout, BatchNorm, Xavier/He initialization, state-of-the-art technologies, and research topics leveraging Deep Learning. The course includes programming assignments in Python and in TensorFlow. <h2>ilo</h2>1. Understand the state-of-the-art technologies and their trends driving Deep Learning
2. Build, train, and apply fully connected deep neural networks
3. Understand how to implement efficient neural networks
4. Understand key parameters in Deep Learning architecture
5. Explain how Deep Learning works
6. Demonstrate the capability of communication with peers for research ideas in Deep Learning related fields",Deep Learning,"This course covers the foundations of Deep Learning; how to build neural networks and how to design successful deep learning projects. The course topics include convolutional networks, sequence modeling such as recurrent and recursive neural networks (RNNs), long short-term memory (LSTM), Adam, Dropout, BatchNorm, Xavier/He initialization, state-of-the-art technologies, and research topics leveraging Deep Learning. The course includes programming assignments in Python and in TensorFlow. ",,"1. Understand the state-of-the-art technologies and their trends driving Deep Learning
2. Build, train, and apply fully connected deep neural networks
3. Understand how to implement efficient neural networks
4. Understand key parameters in Deep Learning architecture
5. Explain how Deep Learning works
6. Demonstrate the capability of communication with peers for research ideas in Deep Learning related fields"
Kennesaw_USA,CS4322,"<h2>Kennesaw_USA CS4322</h2><h2>title</h2>Mobile Software Development<h2>summary</h2>This course primarily focuses on mobile sensor application development and security of smartphones and mobile telecommunication systems. The goals of the course is to provide students with real world relevant mobile sensor app development and improve their knowledge and skills on mobile application development and mobile security. <h2>ilo</h2>1. Use Android Development Environment
2. Design a user interface for a mobile device
3. Use Android Development Libraries to develop mobile apps
4. Test mobile apps",Mobile Software Development,This course primarily focuses on mobile sensor application development and security of smartphones and mobile telecommunication systems. The goals of the course is to provide students with real world relevant mobile sensor app development and improve their knowledge and skills on mobile application development and mobile security. ,,"1. Use Android Development Environment
2. Design a user interface for a mobile device
3. Use Android Development Libraries to develop mobile apps
4. Test mobile apps"
Kennesaw_USA,CS4412,"<h2>Kennesaw_USA CS4412</h2><h2>title</h2>Data Mining<h2>summary</h2>This course covers fundamental data mining concepts and techniques for discovering interesting patterns from data in various applications. Topics include data preprocessing, data warehousing and OLAP, mining frequent patterns, classification, clustering, and tend analysis. <h2>ilo</h2>1. Explain fundamental data mining concepts and techniques
2. Implement typical data mining algorithms
3. Apply data mining techniques to solve real life problem
4. Design and construct data warehouse",Data Mining,"This course covers fundamental data mining concepts and techniques for discovering interesting patterns from data in various applications. Topics include data preprocessing, data warehousing and OLAP, mining frequent patterns, classification, clustering, and tend analysis. ",,"1. Explain fundamental data mining concepts and techniques
2. Implement typical data mining algorithms
3. Apply data mining techniques to solve real life problem
4. Design and construct data warehouse"
Kennesaw_USA,CS4422,"<h2>Kennesaw_USA CS4422</h2><h2>title</h2>Information Retrieval<h2>summary</h2>This course covers the fundamentals of Internet search engines, including Web crawlers, inverted indices, hyperlink analysis, and relevance ranking. Also covered are advanced topics including information extraction for knowledge base construction, question answering, search marketing and ad targeting, and activity mining for relevance optimization and personalization. <h2>ilo</h2>1. Master the fundamentals of Web search engines
2. Master the Web search related enabling technologies.
3. Explore information extraction for knowledge base construction
4. Explore search marketing and ad targeting
5. Explore relevance optimization",Information Retrieval,"This course covers the fundamentals of Internet search engines, including Web crawlers, inverted indices, hyperlink analysis, and relevance ranking. Also covered are advanced topics including information extraction for knowledge base construction, question answering, search marketing and ad targeting, and activity mining for relevance optimization and personalization. ",,"1. Master the fundamentals of Web search engines
2. Master the Web search related enabling technologies.
3. Explore information extraction for knowledge base construction
4. Explore search marketing and ad targeting
5. Explore relevance optimization"
Kennesaw_USA,CS4522,"<h2>Kennesaw_USA CS4522</h2><h2>title</h2>HPC & Parallel Programming<h2>summary</h2>This course will introduce parallel programming techniques for shared memory and distributed memory systems. Topics include threading, OpenMP, and MPI. <h2>ilo</h2>1. Discuss the different processor and memory configurations used in HPC
2. Implement programs for shared memory environments using OpenMP
3. Implement programs for distributed memory environments using MPI",HPC & Parallel Programming,"This course will introduce parallel programming techniques for shared memory and distributed memory systems. Topics include threading, OpenMP, and MPI. ",,"1. Discuss the different processor and memory configurations used in HPC
2. Implement programs for shared memory environments using OpenMP
3. Implement programs for distributed memory environments using MPI"
Kennesaw_USA,CS4524,"<h2>Kennesaw_USA CS4524</h2><h2>title</h2>Cloud Computing<h2>summary</h2>This course discusses the fundamental concepts and techniques of cloud computing. Students will develop an understanding of cloud computing architecture, Infrastructure as a Service (IaaS), Platform-as-a-Service (PaaS), Software as a Service (SaaS), Virtualization, and Application Development on Cloud. <h2>ilo</h2>1. Explain fundamental concepts and architecture of Cloud Computing
2. Explain the concepts of IaaS, PaaS, SaaS
3. Explain virtualization
4. Explain distributed computing environment on cloud
5. Develop applications on cloud
6. Conduct big data analytics on cloud",Cloud Computing,"This course discusses the fundamental concepts and techniques of cloud computing. Students will develop an understanding of cloud computing architecture, Infrastructure as a Service (IaaS), Platform-as-a-Service (PaaS), Software as a Service (SaaS), Virtualization, and Application Development on Cloud. ",,"1. Explain fundamental concepts and architecture of Cloud Computing
2. Explain the concepts of IaaS, PaaS, SaaS
3. Explain virtualization
4. Explain distributed computing environment on cloud
5. Develop applications on cloud
6. Conduct big data analytics on cloud"
Kennesaw_USA,CS4612,"<h2>Kennesaw_USA CS4612</h2><h2>title</h2>Software Security<h2>summary</h2>The course introduces the fundamental concepts and principles of software security. Topics covered include buffer overflows, defense mechanisms, return oriented programming, reverse engineering, vulnerabilities analysis. Additional topics: mobile security, hardware platform security, embedded system security. <h2>ilo</h2>1. Describe common vulnerabilities in software security and understand how to avoid such problems in software.
2. Explain how various attack work in software systems.
3. Evaluate and assess security threats, risks, and attack vectors for software systems.
4. Design and implement security mechanisms to protect software systems.
5. Understand security mechanisms in Android and iOS platforms.
6. Discover vulnerabilities of software using various techniques.",Software Security,"The course introduces the fundamental concepts and principles of software security. Topics covered include buffer overflows, defense mechanisms, return oriented programming, reverse engineering, vulnerabilities analysis. Additional topics: mobile security, hardware platform security, embedded system security. ",,"1. Describe common vulnerabilities in software security and understand how to avoid such problems in software.
2. Explain how various attack work in software systems.
3. Evaluate and assess security threats, risks, and attack vectors for software systems.
4. Design and implement security mechanisms to protect software systems.
5. Understand security mechanisms in Android and iOS platforms.
6. Discover vulnerabilities of software using various techniques."
Kennesaw_USA,CS4622,"<h2>Kennesaw_USA CS4622</h2><h2>title</h2>Computer Networks<h2>summary</h2>This course covers computer networking and includes software application-related, protocol-related and security-related issues involved in the Internet. Topics include basic network structures, mechanisms for application-to-application communications, protocol layering, Internet addressing, unicast and multicast routing, connection establishment and termination, data flow and congestion control, and error handling. A specific protocol suite will be examined in detail. More advanced topics that build on the student's understanding of network protocols are also introduced, such as network security, mobile networks and the future Internet. <h2>ilo</h2>1. Demonstrate an understanding of a protocol suite and the core functionality defined in the application, transport, network, and link layers,
2. Demonstrate an understanding of how network-based software applications interface with  and across  the network.
3. Demonstrate an understanding of network addressing and related protocols and issues
4. Demonstrate an understanding of network routing and theory, and related protocols
5. Demonstrate an understanding of network security and related protocols and mechanism, focusing at the application, transport and network layers
6. Acquire knowledge and expertise when introduced to emerging technologies relating to the mobile and wireless networks, and the Internet.",Computer Networks,"This course covers computer networking and includes software application-related, protocol-related and security-related issues involved in the Internet. Topics include basic network structures, mechanisms for application-to-application communications, protocol layering, Internet addressing, unicast and multicast routing, connection establishment and termination, data flow and congestion control, and error handling. A specific protocol suite will be examined in detail. More advanced topics that build on the student's understanding of network protocols are also introduced, such as network security, mobile networks and the future Internet. ",,"1. Demonstrate an understanding of a protocol suite and the core functionality defined in the application, transport, network, and link layers,
2. Demonstrate an understanding of how network-based software applications interface with  and across  the network.
3. Demonstrate an understanding of network addressing and related protocols and issues
4. Demonstrate an understanding of network routing and theory, and related protocols
5. Demonstrate an understanding of network security and related protocols and mechanism, focusing at the application, transport and network layers
6. Acquire knowledge and expertise when introduced to emerging technologies relating to the mobile and wireless networks, and the Internet."
Kennesaw_USA,CS4626,"<h2>Kennesaw_USA CS4626</h2><h2>title</h2>Computer and Network Security<h2>summary</h2>This course is a comprehensive study of the security principles and practices for computer systems and networks. Topics to be covered include basic security concepts, common network attack techniques and impacts, common security policies, Internet protocol vulnerabilities, basic cryptographic tools and secure protocols. Defense techniques such as authentication, access control, encryption, and network intrusion detection will be discussed. This course will also survey new and emerging network security topics, applications and technologies. Exercises for this course will include network programming in some language and using various tools in understanding and analyzing packet traces and network traffic. <h2>ilo</h2>1. Explain the concepts, components, methodology, and architecture of network security;
2. Identify, classify and discuss some common network attacks and threats;
3. Explain various network access control and authentication techniques, design principles, and protocols;
4. Explain various encryption techniques and their vulnerabilities;
5. Discuss some new and emerging network security topics, applications, and technologies.",Computer and Network Security,"This course is a comprehensive study of the security principles and practices for computer systems and networks. Topics to be covered include basic security concepts, common network attack techniques and impacts, common security policies, Internet protocol vulnerabilities, basic cryptographic tools and secure protocols. Defense techniques such as authentication, access control, encryption, and network intrusion detection will be discussed. This course will also survey new and emerging network security topics, applications and technologies. Exercises for this course will include network programming in some language and using various tools in understanding and analyzing packet traces and network traffic. ",,"1. Explain the concepts, components, methodology, and architecture of network security;
2. Identify, classify and discuss some common network attacks and threats;
3. Explain various network access control and authentication techniques, design principles, and protocols;
4. Explain various encryption techniques and their vulnerabilities;
5. Discuss some new and emerging network security topics, applications, and technologies."
Kennesaw_USA,CS4712,"<h2>Kennesaw_USA CS4712</h2><h2>title</h2>User Interface Engineering<h2>summary</h2>A comprehensive study of techniques in design and implementation of user interfaces engineering. Topics include the foundation of human-computer interaction and interface related to software lifecycle, building a graphic user interface engineering, interaction devices and technologies, human-computer dialogue, cognitive models, usability, the design and development process, user interface management systems (UIMS), interface style and techniques, user learning, and diversity in interaction styles. Major research and the building of a working graphic user interface are included. <h2>ilo</h2>1. Describe basic user interface engineering definitions, concepts, and principles.
2. Apply user interface concepts and principles to analyze and evaluate a variety of approaches to user interface design.
3. Acquire an understanding of needs analysis of user interactions/interfaces, legal, ethical, and social issues.
4. Design, develop, implement, and present a new user interface for an application applying concepts and principles of user interface.",User Interface Engineering,"A comprehensive study of techniques in design and implementation of user interfaces engineering. Topics include the foundation of human-computer interaction and interface related to software lifecycle, building a graphic user interface engineering, interaction devices and technologies, human-computer dialogue, cognitive models, usability, the design and development process, user interface management systems (UIMS), interface style and techniques, user learning, and diversity in interaction styles. Major research and the building of a working graphic user interface are included. ",,"1. Describe basic user interface engineering definitions, concepts, and principles.
2. Apply user interface concepts and principles to analyze and evaluate a variety of approaches to user interface design.
3. Acquire an understanding of needs analysis of user interactions/interfaces, legal, ethical, and social issues.
4. Design, develop, implement, and present a new user interface for an application applying concepts and principles of user interface."
Kennesaw_USA,CS4720,"<h2>Kennesaw_USA CS4720</h2><h2>title</h2>Internet Programming<h2>summary</h2>This course introduces current technologies for modeling, designing, implementing, and developing Web applications. Topics include developing for the server and the client, programming frameworks, server administration and integration with databases. Practice will involve platforms and language such as Linux, Python, PHP, Ruby and JavaScript. <h2>ilo</h2>1. Master the architecture and basic operations of IDE
2. Understand the fundamental concepts of web applications
3. Model a project based on the MVC model using an MVC diagram
4. Design a project with page-flow and dataflow, strategies for separating three layers, and methods for increasing software reusability and maintainability
5. Control database CRUD
6. Present term project and write documents",Internet Programming,"This course introduces current technologies for modeling, designing, implementing, and developing Web applications. Topics include developing for the server and the client, programming frameworks, server administration and integration with databases. Practice will involve platforms and language such as Linux, Python, PHP, Ruby and JavaScript. ",,"1. Master the architecture and basic operations of IDE
2. Understand the fundamental concepts of web applications
3. Model a project based on the MVC model using an MVC diagram
4. Design a project with page-flow and dataflow, strategies for separating three layers, and methods for increasing software reusability and maintainability
5. Control database CRUD
6. Present term project and write documents"
Kennesaw_USA,CS4732,"<h2>Kennesaw_USA CS4732</h2><h2>title</h2>Machine Vision<h2>summary</h2>This course introduces concepts and techniques in machine vision. Students successfully completing this course will be able to apply a variety of image processing techniques for the design and analysis of efficient algorithms for real-world applications, such as optical character recognition, face detection and recognition, motion estimation, human tracking, and gesture recognition. Topics include basic image enhancement, corner and edge detection, image morphology, linear and non-linear filters, image transformations, camera models, two-dimensional and three-dimensional image geometry, clustering and segmentation (and classification), object recognition and Bag-of-Words models, image texture, shape analysis, and tracking. <h2>ilo</h2>1. Demonstrate a basic understanding of the design concepts in machine vision and image processing,
2. Demonstrate understanding of a variety of efficient algorithms for machine vision such as basic image processing, face detection and recognition, motion estimation, human tracking, and gesture recognition,
3. Be able to apply machine vision techniques to solve real-world problems using OpenCV or Matlab or other languages,
4. Be able to utilize a state-of-the-art commercial machine vision package, and compare the computational complexity of different algorithms and analyze the time and space efficiency of the algorithms",Machine Vision,"This course introduces concepts and techniques in machine vision. Students successfully completing this course will be able to apply a variety of image processing techniques for the design and analysis of efficient algorithms for real-world applications, such as optical character recognition, face detection and recognition, motion estimation, human tracking, and gesture recognition. Topics include basic image enhancement, corner and edge detection, image morphology, linear and non-linear filters, image transformations, camera models, two-dimensional and three-dimensional image geometry, clustering and segmentation (and classification), object recognition and Bag-of-Words models, image texture, shape analysis, and tracking. ",,"1. Demonstrate a basic understanding of the design concepts in machine vision and image processing,
2. Demonstrate understanding of a variety of efficient algorithms for machine vision such as basic image processing, face detection and recognition, motion estimation, human tracking, and gesture recognition,
3. Be able to apply machine vision techniques to solve real-world problems using OpenCV or Matlab or other languages,
4. Be able to utilize a state-of-the-art commercial machine vision package, and compare the computational complexity of different algorithms and analyze the time and space efficiency of the algorithms"
Kennesaw_USA,CS4742,"<h2>Kennesaw_USA CS4742</h2><h2>title</h2>Natural Language Processing<h2>summary</h2>This course provides an introduction to the field of natural language processing (NLP). The topics include creating systems that can understand and produce language for applications such as information extraction, machine translation, automatic summarization, question-answering, and interactive dialogue systems. This course covers linguistic (knowledge-based) and statistical approaches to language processing in the areas of syntax (language structures), semantics (language meaning), and pragmatics/discourse (the interpretation of language in context). Students will design and develop programs for analyzing and extracting information from large online corpora. <h2>ilo</h2>1. Demonstrate understanding knowledge of NLP.
2. Demonstrate understanding of syntax (language structures).
3. Demonstrate understanding of semantics (language meaning), and
4. Demonstrate understanding of pragmatics/discourse (the interpretation of language in context).
5. Demonstrate the knowledge of NLP applications and implement NLP-related techniques with Python/Java/C++.",Natural Language Processing,"This course provides an introduction to the field of natural language processing (NLP). The topics include creating systems that can understand and produce language for applications such as information extraction, machine translation, automatic summarization, question-answering, and interactive dialogue systems. This course covers linguistic (knowledge-based) and statistical approaches to language processing in the areas of syntax (language structures), semantics (language meaning), and pragmatics/discourse (the interpretation of language in context). Students will design and develop programs for analyzing and extracting information from large online corpora. ",,"1. Demonstrate understanding knowledge of NLP.
2. Demonstrate understanding of syntax (language structures).
3. Demonstrate understanding of semantics (language meaning), and
4. Demonstrate understanding of pragmatics/discourse (the interpretation of language in context).
5. Demonstrate the knowledge of NLP applications and implement NLP-related techniques with Python/Java/C++."
Kennesaw_USA,CSE1300,"<h2>Kennesaw_USA CSE1300</h2><h2>title</h2>Introduction to Computing Principles<h2>summary</h2>This course is an introductory computing principles course. Instruction centers on an overview of the history, scope, and impact of computing as well as critical, algorithmic and computational thinking on problem decomposition and fundamental programming concepts. <h2>ilo</h2>1. Synthesize how software has influenced innovations in other fields and helped people organizations and society to solve problems
2. Use computational thinking to ask questions and find different ways to solve problems
3. Design a solution to a program as an algorithm and convert the algorithm into a procedural program
4. Objective 4 -Describe the differences between computing disciplines and identify possible job opportunities in the computing field",Introduction to Computing Principles,"This course is an introductory computing principles course. Instruction centers on an overview of the history, scope, and impact of computing as well as critical, algorithmic and computational thinking on problem decomposition and fundamental programming concepts. ",,"1. Synthesize how software has influenced innovations in other fields and helped people organizations and society to solve problems
2. Use computational thinking to ask questions and find different ways to solve problems
3. Design a solution to a program as an algorithm and convert the algorithm into a procedural program
4. Objective 4 -Describe the differences between computing disciplines and identify possible job opportunities in the computing field"
Kennesaw_USA,CSE3203,"<h2>Kennesaw_USA CSE3203</h2><h2>title</h2>Overview of Mobile Systems<h2>summary</h2>This course explores the use and issues of mobile applications in business including information security issues, connecting to cloud computing services, and mobile interface and programming. A significant design or development project will be created in the course. <h2>ilo</h2>1. Review basic elements of a mobile ecosystem
2. Explain major technical features of mobile systems including connectivity hardware and software
3. Compare major mobile app development approaches platforms and tools
4. Discuss relevant mobile app development issues including user experience and security
5. Develop native mobile apps",Overview of Mobile Systems,"This course explores the use and issues of mobile applications in business including information security issues, connecting to cloud computing services, and mobile interface and programming. A significant design or development project will be created in the course. ",,"1. Review basic elements of a mobile ecosystem
2. Explain major technical features of mobile systems including connectivity hardware and software
3. Compare major mobile app development approaches platforms and tools
4. Discuss relevant mobile app development issues including user experience and security
5. Develop native mobile apps"
